ranking,hr_process_name,hr_system_name,region,hr_contact_channel,total_cases,automation_score,automation_priority,recommended_solution,estimated_operational_hours_saved
230,HR System Enhancement Request,HR Document Management System,Africa,Internal Collaboration Tool,80,56.42,Alta,Chatbot o asistente virtual,651.84
231,HR System Enhancement Request,Benefits Portal,North America,Phone,59,56.4,Alta,Automatización parcial con alertas SLA,494.36
232,Compliance & Access Security Review,People Analytics Dashboard,South America,Phone,75,56.39,Alta,Automatización parcial con alertas SLA,618.97
233,HR System Enhancement Request,Payroll System,Australia,Phone,74,56.39,Alta,Automatización parcial con alertas SLA,577.57
234,HR Platform Bug Report,People Analytics Dashboard,South America,Employee Self-Service Portal,80,56.36,Alta,Workflow automation,643.16
235,Benefits Reimbursement Request,People Analytics Dashboard,South America,Employee Self-Service Portal,62,56.32,Alta,Workflow automation,491.29
236,HRIS Access Suspension,HRIS Integration API,South America,HR Chat / Virtual Assistant,74,56.3,Alta,Chatbot o asistente virtual,591.81
237,Benefits Cancellation Request,HR Case Management Platform,South America,Email,73,56.29,Alta,Automatización prioritaria,567.21
238,Compliance & Access Security Review,Payroll Payment Gateway,Europe,Email,68,56.28,Alta,Workflow automation,588.34
239,HR Platform Bug Report,Employee Mobile App,Asia,Employee Self-Service Portal,78,56.25,Alta,Workflow automation,615.62
240,Payroll Support Request,People Analytics Dashboard,North America,Email,75,56.25,Alta,Workflow automation,560.7
241,HR Platform Bug Report,Payroll System,South America,Email,77,56.23,Alta,Workflow automation,609.88
242,HRIS Login Issue,Payroll System,Europe,Internal Collaboration Tool,75,56.22,Alta,Automatización prioritaria,606.38
243,Employee Data Update,Benefits Portal,Africa,HR Chat / Virtual Assistant,81,56.2,Alta,Chatbot o asistente virtual,665.37
244,HRIS Access Suspension,Employee Mobile App,North America,Internal Collaboration Tool,78,56.2,Alta,Chatbot o asistente virtual,606.88
245,HRIS Access Suspension,Benefits Portal,Australia,Phone,79,56.2,Alta,Automatización parcial con alertas SLA,542.22
246,HRIS Login Issue,HR Document Management System,Africa,Employee Self-Service Portal,68,56.19,Alta,Workflow automation,526.46
247,HRIS Login Issue,HR Document Management System,Australia,Phone,71,56.17,Alta,Automatización prioritaria,655.29
248,Compliance & Access Security Review,Payroll System,Australia,Email,75,56.16,Alta,Workflow automation,521.85
249,HRIS Access Suspension,HR Case Management Platform,Asia,HR Chat / Virtual Assistant,74,56.15,Alta,Chatbot o asistente virtual,584.56
250,Employee Data Update,Benefits Administration System,North America,Internal Collaboration Tool,83,56.14,Alta,Chatbot o asistente virtual,608.31
251,HRIS Access Suspension,HRIS Integration API,North America,Employee Self-Service Portal,76,56.11,Alta,Automatización parcial con alertas SLA,605.15
252,HR System Enhancement Request,Benefits Portal,Europe,HR Chat / Virtual Assistant,68,56.11,Alta,Chatbot o asistente virtual,552.4
253,HRIS Login Issue,HR Document Management System,Asia,Internal Collaboration Tool,85,56.1,Alta,Chatbot o asistente virtual,660.15
254,HR Platform Bug Report,Employee Self-Service Portal,Africa,HR Chat / Virtual Assistant,78,56.1,Alta,Chatbot o asistente virtual,583.13
255,HR System Performance Issue,HR Document Management System,Africa,Employee Self-Service Portal,67,56.1,Alta,Workflow automation,517.54
256,HR Platform Bug Report,People Analytics Dashboard,Africa,Email,77,56.09,Alta,Workflow automation,695.58
257,HR Platform Bug Report,Benefits Administration System,Australia,Employee Self-Service Portal,72,56.09,Alta,Workflow automation,579.1
258,HR Platform Bug Report,HRIS Integration API,South America,Phone,61,56.09,Alta,Automatización parcial con alertas SLA,493.4
259,Benefits Cancellation Request,Employee Mobile App,Europe,Phone,83,56.08,Alta,Automatización parcial con alertas SLA,607.44
260,Benefits Reimbursement Request,Benefits Administration System,Australia,HR Chat / Virtual Assistant,74,56.08,Alta,Chatbot o asistente virtual,558.66
261,Payroll Support Request,Benefits Administration System,Europe,Employee Self-Service Portal,77,56.06,Alta,Workflow automation,601.25
262,HR Platform Bug Report,Benefits Portal,Africa,Internal Collaboration Tool,67,56.06,Alta,Automatización parcial con alertas SLA,540.99
263,Benefits Reimbursement Request,Employee Self-Service Portal,Africa,HR Chat / Virtual Assistant,77,56.05,Alta,Chatbot o asistente virtual,578.62
264,Benefits Cancellation Request,Benefits Administration System,North America,HR Chat / Virtual Assistant,74,56.05,Alta,Automatización prioritaria,569.8
265,Payroll Support Request,People Analytics Dashboard,South America,Internal Collaboration Tool,71,56.04,Alta,Chatbot o asistente virtual,516.38
266,Payroll Support Request,Employee Self-Service Portal,Africa,HR Chat / Virtual Assistant,79,56.03,Alta,Chatbot o asistente virtual,594.2
267,Payroll Support Request,HR Document Management System,Africa,Internal Collaboration Tool,66,56.03,Alta,Automatización parcial con alertas SLA,568.26
268,Benefits Reimbursement Request,Benefits Portal,North America,HR Chat / Virtual Assistant,66,56.03,Alta,Chatbot o asistente virtual,541.46
269,Employee Data Update,People Analytics Dashboard,Asia,Internal Collaboration Tool,71,56.01,Alta,Chatbot o asistente virtual,595.65
270,Benefits Reimbursement Request,People Analytics Dashboard,Asia,Internal Collaboration Tool,71,56.0,Alta,Automatización parcial con alertas SLA,524.58
271,Compliance & Access Security Review,HR Case Management Platform,North America,Employee Self-Service Portal,64,55.97,Alta,Workflow automation,542.75
272,Benefits Reimbursement Request,Payroll Payment Gateway,Europe,Internal Collaboration Tool,91,55.96,Alta,Chatbot o asistente virtual,654.52
273,HRIS Login Issue,People Analytics Dashboard,Australia,Phone,74,55.96,Alta,Automatización prioritaria,599.58
274,HR System Enhancement Request,HRIS Integration API,North America,Internal Collaboration Tool,66,55.96,Alta,Automatización parcial con alertas SLA,554.4
275,HRIS Access Suspension,Employee Mobile App,South America,HR Chat / Virtual Assistant,84,55.94,Alta,Automatización parcial con alertas SLA,659.74
276,HR Platform Bug Report,Benefits Administration System,South America,HR Chat / Virtual Assistant,78,55.94,Alta,Chatbot o asistente virtual,641.55
277,Benefits Cancellation Request,Employee Mobile App,Europe,Email,61,55.94,Alta,Workflow automation,585.42
278,Payroll Support Request,Benefits Administration System,North America,Internal Collaboration Tool,80,55.92,Alta,Chatbot o asistente virtual,656.04
279,HR System Enhancement Request,HR Document Management System,North America,Email,72,55.92,Alta,Workflow automation,597.49
280,Employee Data Update,HRIS Integration API,North America,Phone,83,55.91,Alta,Automatización parcial con alertas SLA,637.65
281,HRIS Access Suspension,Benefits Portal,South America,Employee Self-Service Portal,77,55.91,Alta,Automatización prioritaria,536.3
282,HR Platform Bug Report,Employee Mobile App,Europe,HR Chat / Virtual Assistant,78,55.9,Alta,Chatbot o asistente virtual,655.75
283,HR System Performance Issue,Benefits Administration System,Asia,Internal Collaboration Tool,75,55.9,Alta,Automatización prioritaria,597.45
284,HR Platform Bug Report,Payroll Payment Gateway,North America,Employee Self-Service Portal,69,55.9,Alta,Workflow automation,521.64
285,HRIS Login Issue,People Analytics Dashboard,Africa,Employee Self-Service Portal,71,55.89,Alta,Automatización prioritaria,565.83
286,Compliance & Access Security Review,Benefits Administration System,Asia,Internal Collaboration Tool,76,55.88,Alta,Chatbot o asistente virtual,562.59
287,Employee Data Update,People Analytics Dashboard,North America,HR Chat / Virtual Assistant,70,55.88,Alta,Chatbot o asistente virtual,535.08
288,Employee Data Update,HRIS Integration API,Africa,Email,68,55.87,Alta,Workflow automation,553.35
289,HRIS Login Issue,Benefits Administration System,South America,Phone,68,55.87,Alta,Automatización parcial con alertas SLA,499.32
290,HRIS Login Issue,HR Document Management System,Asia,Email,74,55.86,Alta,Workflow automation,563.84
291,Payroll Support Request,HR Document Management System,Europe,HR Chat / Virtual Assistant,88,55.85,Alta,Chatbot o asistente virtual,701.93
292,HR System Enhancement Request,Benefits Administration System,Asia,Employee Self-Service Portal,82,55.85,Alta,Workflow automation,566.25
293,Employee Data Update,Payroll System,South America,HR Chat / Virtual Assistant,72,55.84,Alta,Chatbot o asistente virtual,561.96
294,Employee Data Update,Benefits Portal,Africa,Phone,74,55.83,Alta,Automatización parcial con alertas SLA,604.76
295,Benefits Cancellation Request,Benefits Administration System,Europe,HR Chat / Virtual Assistant,60,55.83,Alta,Automatización parcial con alertas SLA,539.28
296,Payroll Support Request,Payroll Payment Gateway,South America,Phone,82,55.82,Alta,Automatización parcial con alertas SLA,598.97
297,Payroll Support Request,Benefits Administration System,Europe,Internal Collaboration Tool,80,55.81,Alta,Chatbot o asistente virtual,663.04
298,Payroll Support Request,Payroll Payment Gateway,Africa,HR Chat / Virtual Assistant,75,55.81,Alta,Chatbot o asistente virtual,647.85
299,HRIS Login Issue,Benefits Portal,North America,Employee Self-Service Portal,75,55.81,Alta,Workflow automation,567.52
300,Benefits Cancellation Request,Employee Self-Service Portal,Africa,Internal Collaboration Tool,63,55.8,Alta,Chatbot o asistente virtual,546.84
301,Payroll Support Request,Payroll System,South America,Employee Self-Service Portal,74,55.78,Alta,Workflow automation,563.32
302,HRIS Login Issue,People Analytics Dashboard,Asia,Internal Collaboration Tool,73,55.77,Alta,Chatbot o asistente virtual,583.82
303,HRIS Login Issue,HR Case Management Platform,South America,Email,75,55.75,Alta,Workflow automation,589.57
304,Compliance & Access Security Review,HR Document Management System,Africa,Phone,63,55.75,Alta,Automatización parcial con alertas SLA,427.33
305,HRIS Login Issue,People Analytics Dashboard,Africa,Email,85,55.73,Alta,Workflow automation,637.84
306,Benefits Cancellation Request,Employee Self-Service Portal,Africa,Employee Self-Service Portal,68,55.73,Alta,Workflow automation,571.68
307,Benefits Cancellation Request,People Analytics Dashboard,Africa,HR Chat / Virtual Assistant,70,55.73,Alta,Chatbot o asistente virtual,541.2
308,Payroll Support Request,HR Document Management System,Asia,Email,68,55.72,Alta,Workflow automation,531.93
309,Payroll Support Request,HR Case Management Platform,Australia,Employee Self-Service Portal,88,55.71,Alta,Automatización prioritaria,644.34
310,HRIS Login Issue,Employee Mobile App,Europe,Internal Collaboration Tool,69,55.71,Alta,Automatización prioritaria,545.55
311,HR System Performance Issue,Payroll System,North America,HR Chat / Virtual Assistant,75,55.7,Alta,Chatbot o asistente virtual,605.85
312,Compliance & Access Security Review,Benefits Portal,Africa,Employee Self-Service Portal,68,55.7,Alta,Workflow automation,544.54
313,Compliance & Access Security Review,Benefits Administration System,South America,HR Chat / Virtual Assistant,65,55.7,Alta,Chatbot o asistente virtual,508.92
314,Payroll Support Request,People Analytics Dashboard,North America,Phone,80,55.67,Alta,Automatización parcial con alertas SLA,547.68
315,HRIS Login Issue,Employee Mobile App,South America,Internal Collaboration Tool,69,55.66,Alta,Chatbot o asistente virtual,549.9
316,Compliance & Access Security Review,Payroll System,Australia,HR Chat / Virtual Assistant,78,55.65,Alta,Chatbot o asistente virtual,650.29
317,HR System Performance Issue,HR Case Management Platform,Europe,HR Chat / Virtual Assistant,73,55.64,Alta,Chatbot o asistente virtual,495.93
318,Benefits Cancellation Request,Benefits Portal,Australia,Email,60,55.63,Alta,Workflow automation,511.98
319,HRIS Login Issue,Benefits Administration System,Australia,HR Chat / Virtual Assistant,56,55.62,Alta,Automatización parcial con alertas SLA,498.43
320,Compliance & Access Security Review,Benefits Portal,Europe,Internal Collaboration Tool,74,55.6,Alta,Chatbot o asistente virtual,618.75
321,Payroll Support Request,HR Case Management Platform,North America,HR Chat / Virtual Assistant,73,55.6,Alta,Chatbot o asistente virtual,613.46
322,HR Platform Bug Report,Benefits Portal,South America,HR Chat / Virtual Assistant,72,55.6,Alta,Chatbot o asistente virtual,550.37
323,Payroll Support Request,Employee Self-Service Portal,Europe,Employee Self-Service Portal,74,55.58,Alta,Workflow automation,569.02
324,HR Platform Bug Report,Employee Self-Service Portal,Asia,Phone,79,55.57,Alta,Automatización prioritaria,630.42
325,Compliance & Access Security Review,Employee Self-Service Portal,Asia,Email,54,55.56,Alta,Automatización parcial con alertas SLA,442.83
326,Payroll Support Request,HRIS Integration API,North America,Employee Self-Service Portal,83,55.54,Alta,Workflow automation,637.94
327,HR Platform Bug Report,Payroll Payment Gateway,North America,Internal Collaboration Tool,77,55.54,Alta,Chatbot o asistente virtual,543.58
328,Compliance & Access Security Review,HRIS Integration API,Australia,Phone,76,55.53,Alta,Automatización parcial con alertas SLA,612.6
329,Benefits Cancellation Request,HRIS Integration API,South America,Email,78,55.52,Alta,Workflow automation,624.35
330,HRIS Login Issue,Employee Mobile App,North America,HR Chat / Virtual Assistant,78,55.5,Alta,Automatización prioritaria,579.03
331,Compliance & Access Security Review,Employee Self-Service Portal,Europe,HR Chat / Virtual Assistant,67,55.49,Alta,Chatbot o asistente virtual,511.91
332,Payroll Support Request,HRIS Integration API,Europe,Employee Self-Service Portal,70,55.48,Alta,Workflow automation,519.4
333,HR System Enhancement Request,Payroll Payment Gateway,South America,Employee Self-Service Portal,67,55.47,Alta,Workflow automation,563.5
334,Benefits Cancellation Request,People Analytics Dashboard,South America,Email,69,55.47,Alta,Automatización parcial con alertas SLA,512.22
335,Benefits Reimbursement Request,HRIS Integration API,Europe,Phone,69,55.45,Alta,Automatización parcial con alertas SLA,542.17
336,Employee Data Update,HR Document Management System,North America,Internal Collaboration Tool,61,55.45,Alta,Chatbot o asistente virtual,536.53
